,text,labels
6403,Some survivors of the attack attended Friday 's hearing .,O O O O O O B-tim O O O
6404,"In a federal court in Virginia Wednesday , Lawrence Franklin pleaded guilty to illegally possessing classified documents and to conspiracy .",O O O O O B-geo B-tim O B-per I-per O O O O O O O O O O O
6405,"The government responded with a mix of force and concessions , including the repeal of the Emergency Law , but as of mid-April 2011 had not succeeded in quelling protests .",O O O O O O O O O O O O O O O O B-art I-art O O O O B-org B-tim O O O O O O O
6406,Amnesty International is denouncing Algeria 's alleged use of torture to obtain information about terrorism from prisoners .,O O O O B-geo O O O O O O O O O O O O O
6407,"Norway is the only country that allows commercial whaling , in defiance of a global ban imposed by the International Whaling Commission in 1986 .",B-per O O O O O O O O O O O O O O O O O O B-org I-org I-org O B-tim O
6408,Israeli Defense Minister Shaul Mofaz and Palestinian Mohammed Dahlan began their talks hours after Palestinians say Israeli military gunfire killed a schoolgirl in the Gaza Strip .,B-gpe O O B-per I-per O B-gpe B-per I-per O O O O O B-gpe O B-gpe O O O O O O O B-geo I-geo O
6409,The visit is part of efforts to improve relations between the two nuclear neighbors and establish a lasting peace in the region .,O O O O O O O O O O O O O O O O O O O O O O O
6410,"Earlier , Mr. Talat called for renewed talks with the island 's Greek Community on Cyprus .",O O B-per I-per O O O O O O O O B-gpe B-org O B-tim O
6411,"After leaving Colombia , the president will head to his ranch in Texas for the Thanksgiving holiday .",O O B-geo O O O O O O O O O B-geo O O B-tim I-tim O
6412,"Tuvalu consists of a densely populated , scattered group of nine coral atolls with poor soil .",B-org O O O O O O O O O O O O O O O O
6413,Associated Press reports that some tunnels are nearly one kilometer below the surface and are made of reinforced concrete .,B-org I-org O O O O O O O O O O O O O O O O O O
6414,Many pro-democracy activists and relatives of those who were killed in Tiananmen have been prevented by security forces from visiting Zhao 's home to pay their respects .,O O O O O O O O O O O B-geo O O O O O O O O B-per O O O O O O O
6415,President Bush has called on the U.S. Congress to pass a defense spending bill before it goes on recess next month .,B-per I-per O O O O B-org I-org O O O O O O O O O O O O O O
6416,"In return , the Indonesian government is scheduled to withdraw 6,500 more soldiers from the province .",O O O O B-gpe O O O O O O O O O O O O
6417,Travelers seeking longer visits or those who wish to engage in business will still need visas .,O O O O O O O O O O O O O O O O O
6418,Soon this backfired when the clone came home and said he 'd been fired for making sexual comments to the women in the office .,O O O O O O O O O O O O O O O O O O O O O O O O O
6419,"The incident took place days after a Venezuelan newspaper printed an interview with Ambassador Brownfield , who said Washington is concerned over Venezuela 's growing ties with Iran .",O O O O O O O B-gpe O O O O O O B-per O O O B-geo O O O B-geo O O O O B-geo O
6420,"The pope 's body is to be transferred from the papal apartment , where he died , to prepare it to lie in state .",O O O O O O O O O O O O O O O O O O O O O O O O O
6421,He said the government wants to provide maximum relief and reconstruction efforts .,O O O O O O O O O O O O O
6422,Mexico 's Institutional Revolutionary Party has selected Roberto Madrazo as its candidate for the 2006 presidential election .,B-org I-org I-org I-org I-org O O B-per I-per O O O O O B-tim O O O
6423,"They were former leaders of the Holy Land Foundation , which organizers said collected money for poverty-stricken Palestinians affected by the conflict with Israel .",O O O O O O B-org I-org I-org O O O O O O O O B-gpe O O O O O B-geo O
6424,Major General Rodrigo Maclang said Wednesday rescuers found Julia Campbell 's body partially buried near the northern mountain town of Batad .,O B-per I-per I-per O B-tim O O B-per I-per O O O O O O O O O O B-geo O
6425,Halliburton says it is taking measures to start gas production operations early next year .,B-per O O O O O O O O O O O O O O
6426,An Austrian political figure contends that the Iranian president-elect was involved in the 1989 slaying in Vienna of a Kurdish opposition leader .,O B-gpe O O O O O B-gpe O O O O O B-tim O O B-geo O O O O O O
6427,The ruling came late Wednesday and is the latest setback in the effort by President Vicente Fox 's government to prosecute past government atrocities .,O O O O B-tim O O O O O O O O O B-per I-per I-per O O O O O O O O
6428,European Space Agency director Jean-Jacques Dordain said the projects agreed on Wednesday by the agency 's 18 member states include satellites to monitor climate change and a long list of experiments for the International Space Station .,B-org I-org I-org O B-per I-per O O O O O B-tim O O O O O O O O O O O O O O O O O O O O B-geo I-geo I-geo I-geo O
6429,"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .",O O O O O O O O B-gpe O B-gpe O B-gpe O O O O B-gpe O
6430,The Navy commandos went missing Tuesday after calling for help during a battle with insurgents while on a reconnaissance mission .,O B-org O O O B-tim O O O O O O O O O O O O O O O
6431,German Defense Minister Josef Jung called the pictures disgusting and incomprehensible .,B-gpe O O B-per I-per O O O O O O O
6432,"Mr. Sharon told a group of Israeli businessmen , Israel would be willing to advance the peace process if Palestinian President Mahmoud Abbas is able to stop terror attacks .",B-per I-per O O O O B-gpe O O B-geo O O O O O O O O O B-gpe B-per I-per I-per O O O O O O O
6433,"U.S. Deputy Defense Secretary Paul Wolfowitz says some 15,000 U.S. troops who were deployed for Iraq 's election will soon return home , but 1,35,000 forces are expected to remain in Iraq .",B-org I-org I-org B-per I-per I-per O O O B-geo O O O O O B-geo O O O O O O O O O O O O O O O B-geo O
6434,"The concessions , announced Saturday , will add four types of Taiwan-grown fruit to a list of 18 varieties that can enter China .",O O O O B-tim O O O O O O O O O O O O O O O O O B-geo O
6435,"President Bush has promised to veto the funding bill , which requires the U.S. to begin withdrawing troops from Iraq by October 1 .",B-per I-per O O O O O O O O O O O B-geo O O O O O B-geo O B-tim I-tim O
6436,Aid agencies are racing to ensure that survivors get adequate shelter and enough food to see them through the winter .,O O O O O O O O O O O O O O O O O O O O O
6437,"Mr. Bashir spoke Saturday to a gathering in Nyala , the provincial capital .",B-per I-per O B-tim O O O O B-geo O O O O O
6438,Eight more militants were killed and two others captured in the Surkh Rod district of Nangahar province .,O O O O O O O O O O O B-geo I-geo O O B-geo O O
6439,The British government is planning to send an additional 220 soldiers to Iraq to help replace Dutch troops who are leaving the country later this year .,O B-gpe O O O O O O O O O O B-geo O O O B-gpe O O O O O O B-tim O O O
6440,"Senator McCain Thursday called the declaration "" a modest step forward , "" but said it was only a step covering one part of North Korea 's activities .",B-per I-per B-tim O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O
6441,A United Nations official has said Liberia is meeting benchmarks that would end Security Council sanctions on Liberian diamonds and timber .,O B-org I-org O O O B-geo O O O O O O B-org I-org O O B-gpe O O O O
6442,More than 30 government troops have been killed in eastern and northern Sri Lanka in a series of attacks blamed on the rebels since the beginning of this month .,O O O O O O O O O O O O B-per B-gpe O O O O O O O O O O O O B-tim O O O
6443,"In an open letter to President Hamid Karzai Thursday , the group expressed concern about recent violence and disciplinary actions against media outlets in the country .",O O O O O B-per I-per I-per B-tim O O O O O O O O O O O O O O O O O O
6444,No injuries were reported during the protest .,O O O O O O O O
6445,They were questioned on suspicion of organizing a rally on Jerusalem 's Al Aqsa mosque compound to raise money for the Hamas organization .,O O O O O O O O O O B-geo O B-art I-art O O O O O O O B-org O O
6446,Officials in Burundi say they have freed another 780 political prisoners as part of an accord to end the country 's civil war .,O O B-geo O O O O O O O O O O O O O O O O O O O O O
6447,The two sides hoped to end a Western embargo against the Palestinian authority and to end months of factional fighting that killed more than 130 people .,O O O O O O O B-org I-org O O B-gpe O O O O O O O O O O O O O O O
6448,"In addition to a possible economic slowdown by China , the Inter-American Development Bank says , rising U.S. interest rates and a falling dollar could affect Latin America , where many countries already have massive levels of public debt .",O O O O O O O O B-geo O O B-org I-org I-org O O O B-geo O O O O O O O O B-geo I-geo O O O O O O O O O O O O
6449,"In Baquba , also in the north , at least one policeman was killed when gunmen attacked the local offices of three political parties contesting in the upcoming vote .",O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6450,"An interior ministry statement released Monday says the group , including nine French citizens , two Belgians and an American , were living in Egypt under the pretense of studying Arabic and Islam .",O O O O O B-tim O O O O O O B-gpe O O O B-gpe O O B-gpe O O O O B-geo O O O O O B-org I-org I-org O
6451,The two sides will also play in a triangular series that features Sri Lanka beginning February third in Brisbane .,O O O O O O O O O O O O B-per B-gpe O B-tim O O B-geo O
6452,U.S. Trade Representative Susan Schwab said Friday the proclamation marks an important milestone in the relationship between the U.S. and Peru .,B-per I-per I-per I-per I-per O B-tim O O O O O O O O O O O B-geo O B-geo O
6453,"Full details of the nuclear cooperation pact have not been released , but the agreement must still be approved by Congress before taking effect .",O O O O O O O O O O O O O O O O O O O O B-org O O O O
6454,And Reuters news agency says several thousand people gathered in three district in northeastern Badakhshan province .,O B-org O O O O O O O O O O O O B-geo O O
6455,"Two years later , a formal Indo-Bhutanese accord returned the areas of Bhutan annexed by the British , formalized the annual subsidies the country received , and defined India 's responsibilities in defense and foreign relations .",B-tim O B-tim O O O B-gpe O O O O O B-geo O O O B-gpe O O O O O O O O O O O B-org O O O O O O O O
6456,Significant informal market activity flourishes .,O O O O O O
6457,"In the third quarter of 2009 , the economy began to recover , in large part due to export growth , low interest rates , and an expansionary fiscal policy , and growth exceeded 6 % in 2010 .",O O B-tim I-tim I-tim I-tim O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O
